-123.686903543 -119.723962972 -115.54774238
-119.723962972 -115.54774238 -111.043077809
-115.54774238 -111.043077809 -105.951337759
-111.043077809 -105.951337759 -99.2890813923
-105.951337759 -99.2890813923 -95.6120474524
-99.2890813923 -95.6120474524 -99.6917376955
-95.6120474524 -99.6917376955 -94.5157203993
-99.6917376955 -94.5157203993 -100.28560342
-94.5157203993 -100.28560342 -90.9345290749
-100.28560342 -90.9345290749 -101.571315655
-90.9345290749 -101.571315655 -90.4716359159
-101.571315655 -90.4716359159 -101.690115306
-90.4716359159 -101.690115306 -92.8994137992
-101.690115306 -92.8994137992 -100.961859255
-92.8994137992 -100.961859255 -98.9775954763
-100.961859255 -98.9775954763 -96.2519390234
-98.9775954763 -96.2519390234 -99.2734928414
-96.2519390234 -99.2734928414 -95.6473841419
-99.2734928414 -95.6473841419 -99.6702139195
-95.6473841419 -99.6702139195 -94.5858831313
-99.6702139195 -94.5858831313 -100.251431134
-94.5858831313 -100.251431134 -91.3654667911
-100.251431134 -91.3654667911 -101.453140997
-91.3654667911 -101.453140997 -101.006774426
-101.453140997 -101.006774426 -98.9122468415
-101.006774426 -98.9122468415 -96.371084368
-98.9122468415 -96.371084368 -99.1883503888
-96.371084368 -99.1883503888 -95.8336834365
-99.1883503888 -95.8336834365 -99.5538373276
-95.8336834365 -99.5538373276 -94.938352259
-99.5538373276 -94.938352259 -100.072407825
-94.938352259 -100.072407825 -92.8381196343
-100.072407825 -92.8381196343 -100.983926695
-92.8381196343 -100.983926695 -98.9410744206
-100.983926695 -98.9410744206 -96.3190552751
-98.9410744206 -96.3190552751 -99.2258674226
-96.3190552751 -99.2258674226 -95.7529994283
-99.2258674226 -95.7529994283 -99.6048264928
-95.7529994283 -99.6048264928 -94.78911006
-99.6048264928 -94.78911006 -100.149765541
-94.78911006 -100.149765541 -92.308589431
-100.149765541 -92.308589431 -101.165448874
-92.308589431 -101.165448874 -99.0080793932
-101.165448874 -99.0080793932 -96.194774194
-99.0080793932 -96.194774194 -99.3134781523
-96.194774194 -99.3134781523 -95.5558693913
-99.3134781523 -95.5558693913 -99.7256306898
-95.5558693913 -99.7256306898 -94.4016389098
-99.7256306898 -94.4016389098 -100.340230036
-94.4016389098 -100.340230036 -89.9948732002
-100.340230036 -89.9948732002 -101.804388564
-89.9948732002 -101.804388564 -94.1867993073
-101.804388564 -94.1867993073 -100.439861425
-94.1867993073 -100.439861425 -102.307045689
-100.439861425 -102.307045689 -97.6217185741
-102.307045689 -97.6217185741 -98.1073456621
-97.6217185741 -98.1073456621 -97.559115321
-98.1073456621 -97.559115321 -98.171563114
-97.559115321 -98.171563114 -97.4789793556
-98.171563114 -97.4789793556 -98.2518475437
-97.4789793556 -98.2518475437 -97.3758377147
-98.2518475437 -97.3758377147 -98.3522852643
-97.3758377147 -98.3522852643 -97.2419580602
-98.3522852643 -97.2419580602 -98.4779370982
-97.2419580602 -98.4779370982 -97.066202784
-98.4779370982 -97.066202784 -98.6354144243
-97.066202784 -98.6354144243 -96.831259226
-98.6354144243 -96.831259226 -98.8340073247
-96.831259226 -98.8340073247 -96.5080027963
-98.8340073247 -96.5080027963 -99.0873190217
-96.5080027963 -99.0873190217 -96.0411690671
-99.0873190217 -96.0411690671 -99.4182585641
-96.0411690671 -99.4182585641 -95.3020672726
-99.4182585641 -95.3020672726 -99.8736824482
-95.3020672726 -99.8736824482 -93.8406059203
-99.8736824482 -93.8406059203 -100.592227336
-93.8406059203 -100.592227336 -100.571708514
-100.592227336 -100.571708514 -100.717168349
-100.571708514 -100.717168349 -99.8422618213
-100.717168349 -99.8422618213 -93.9695420801
-99.8422618213 -93.9695420801 -100.536618425
-93.9695420801 -100.536618425 -100.992936558
-100.536618425 -100.992936558 -98.9285629579
-100.992936558 -98.9285629579 -96.3417361657
-98.9285629579 -96.3417361657 -99.2095613227
-96.3417361657 -99.2095613227 -95.7883205262
-99.2095613227 -95.7883205262 -99.5826445107
-95.7883205262 -99.5826445107 -94.8549822229
-99.5826445107 -94.8549822229 -100.115896086
-94.8549822229 -100.115896086 -92.5545402867
-100.115896086 -92.5545402867 -101.083096733
-92.5545402867 -101.083096733 -98.8893281675
-101.083096733 -98.8893281675 -96.4118112272
-98.8893281675 -96.4118112272 -99.1586450473
-96.4118112272 -99.1586450473 -95.8961692681
-99.1586450473 -95.8961692681 -99.5137079711
-95.8961692681 -99.5137079711 -95.0507035893
-99.5137079711 -95.0507035893 -100.012612486
-95.0507035893 -100.012612486 -93.182201373
-100.012612486 -93.182201373 -100.857045937
-93.182201373 -100.857045937 -99.2543780979
-100.857045937 -99.2543780979 -95.6902315973
-99.2543780979 -95.6902315973 -99.6439140512
-95.6902315973 -99.6439140512 -94.6693509776
-99.6439140512 -94.6693509776 -100.21015779
-94.6693509776 -100.21015779 -91.7953725084
