# reinj  reinj2  l_iter
-1.8407562532 3.07119167522 1
-0.923445912451 1.18116709366 6
-1.60554637708 2.46608248183 2
-0.922564790754 1.17980660054 6
-1.63892414357 2.54492571367 2
-1.58152403234 2.41065037296 2
-1.09812698559 1.46381112916 4
-0.898021187345 1.14201175286 6
0.239625865577 -0.246150971214 15
-1.50467165085 2.23946630323 2
-1.86475398051 3.14053273163 1
-0.975644643861 1.26291221771 5
-1.40636631207 2.0335181225 3
-1.58297102235 2.41395618875 2
-1.72828982418 2.76662306311 1
-1.15864499251 1.56773052615 4
0.112876634215 -0.118433387773 20
-0.934947144327 1.19898387667 6
-1.20908447173 1.65722547523 4
-1.80288029726 2.96506512173 1
1.39902988135 -1.21792067634 2
-1.55619049515 2.35321964915 2
-1.73614008173 2.78692881099 1
-1.39750351051 2.01560194097 3
-1.78890776094 2.92694204382 1
-1.66771033698 2.61473301762 2
-1.12877329731 1.51604146341 4
-0.877136754307 1.11032344062 6
0.100260769435 -0.105432448615 21
-1.01400727363 1.32446005635 5
-0.988937317228 1.28409543269 5
-0.99676187769 1.29663532293 5
-1.08477926898 1.44133324096 5
-0.936001439043 1.20062254778 6
-1.17744246721 1.60074360996 4
1.42496487885 -1.2363585057 2
-1.11947639905 1.50013525927 4
-1.02847379101 1.34800153278 5
1.8274514925 -1.50902498066 1
-1.23468681812 1.70371302321 4
-1.15311545208 1.55809162263 4
1.53369383689 -1.31276372663 2
-0.402132744156 0.461686082098 12
-0.875241969397 1.10746591892 6
0.466260401528 -0.462200246615 10
-1.37671387829 1.97403975055 3
-1.9451504263 3.38519151923 1
-1.47462003652 2.17515239627 2
-1.08272045244 1.43786629998 5
-0.966884204723 1.24903351265 5
-1.20819652654 1.65562431646 4
-1.82851068104 3.03646249349 1
-1.85436616041 3.11030214704 1
-1.70660065917 2.71131823949 1
-0.879460525985 1.11383186443 6
-0.897682928509 1.14149567726 6
-1.66436377269 2.60658541777 2
-1.17338138593 1.59357904337 4
-1.8031589302 2.96583104717 1
1.3353156376 -1.17209305488 3
-1.54382056974 2.32547056247 2
1.47184612016 -1.2695154755 2
-0.98559366374 1.2787528014 5
-1.78482311351 2.91590218345 1
-1.38884740419 1.998218068 3
-1.99877952463 3.56049163683 1
-0.940357330218 1.20740256352 6
-1.06212775828 1.40348893233 5
-1.47408326698 2.17401792557 2
-1.06888016073 1.4147492537 5
-1.27672614396 1.78119790313 3
-1.21290246848 1.66406234402 4
-1.69454430941 2.68107563273 1
-0.88625624183 1.12411704794 6
-0.944846021398 1.21440572573 6
-0.963288584517 1.24335586862 5
-1.03394703889 1.35695605542 5
-0.878504744555 1.1123883014 6
-1.85397990101 3.1091827476 1
-0.894582446609 1.13676968738 6
-0.871820225651 1.10231290482 6
-1.88254713948 3.1927885676 1
-1.06496345327 1.40821260216 5
-1.3891212441 1.99876629062 3
-1.99197916264 3.53762401156 1
-0.985008671313 1.27781905807 5
-1.02066063925 1.3352642731 5
-1.53682974719 2.30991445355 2
1.10718646155 -1.00134230034 4
0.625036923619 -0.605058683826 8
-0.891326475027 1.13181513881 6
-1.46768985154 2.16054267681 2
-0.946635172657 1.21720178696 5
-0.932605053876 1.1953468868 6
-1.28395318883 1.79472696009 3
-1.62306384817 2.50718742864 2
-1.87892303702 3.18205856657 1
-0.87309293315 1.10422845506 6
1.84675734103 -1.52148285648 1
-0.911288838097 1.16237318144 6
-1.62689641506 2.51625744726 2
-1.80505188564 2.97104047779 1
0.852445623508 -0.798586722551 6
-0.955488853134 1.23107749325 5
-0.876369529236 1.10916604175 6
-1.23933715404 1.71219231696 4
-1.06513547112 1.40849938692 5
-1.3840762916 1.98868439806 3
-1.00968220172 1.31745745861 5
-1.46154264189 2.14760241412 2
-0.88661122314 1.12465533304 6
-0.904741866881 1.15233977338 6
-1.29811125528 1.82143424155 3
-0.978116526816 1.26684003269 5
-0.887838376561 1.12651694689 6
-0.880804215632 1.11586255074 6
-0.89717647065 1.14072315851 6
-1.03862383433 1.36462849455 5
-1.04240898891 1.37085241598 5
-1.08327679813 1.43880275989 5
-0.958280627727 1.23546643846 5
-0.905024867063 1.15277269085 6
-1.40242370894 2.02553343728 3
-1.67291897491 2.62746415285 2
-1.06462695889 1.40765168465 5
-1.39901988387 2.01865886071 3
-1.75266371569 2.83017773909 1
-1.93791018415 3.36222114423 1
