# d=-12 u_star=-98.114729439 m=-1.03363159027 C=1.06839426441
# s  F2_minus_ustar
-0.65175 -0.698492984003
-0.6501 -0.696712675709
-0.64845 -0.694932665953
-0.6468 -0.69311093293
-0.64515 -0.691274009952
-0.6435 -0.689492080264
-0.64185 -0.687710422862
-0.6402 -0.685929037312
-0.63855 -0.684147923546
-0.6369 -0.682367080949
-0.63525 -0.680586509443
-0.6336 -0.67880620849
-0.63195 -0.677026177577
-0.6303 -0.675246416413
-0.62865 -0.673466925024
-0.627 -0.671687702861
-0.62535 -0.669908749106
-0.6237 -0.668130054259
-0.62205 -0.666351595789
-0.6204 -0.66457340402
-0.61875 -0.662795478704
-0.6171 -0.661017819481
-0.61545 -0.659240425296
-0.6138 -0.657463296832
-0.61215 -0.655686433234
-0.6105 -0.653909834405
-0.60885 -0.652133499284
-0.6072 -0.650357428414
-0.60555 -0.648581620863
-0.6039 -0.646806076349
-0.60225 -0.645023886739
-0.6006 -0.64323454639
-0.59895 -0.641445444368
-0.5973 -0.639656580031
-0.59565 -0.637867953284
-0.594 -0.636079563825
-0.59235 -0.634291410969
-0.5907 -0.632503494516
-0.58905 -0.63071571563
-0.5874 -0.62892811224
-0.58575 -0.627069116158
-0.5841 -0.625286996613
-0.58245 -0.623505137097
-0.5808 -0.62172353751
-0.57915 -0.619942197589
-0.5775 -0.618161116739
-0.57585 -0.616380295151
-0.5742 -0.614599731862
-0.57255 -0.61281942725
-0.5709 -0.611039380679
-0.56925 -0.609259591695
-0.5676 -0.607480060459
-0.56595 -0.605700786213
-0.5643 -0.603921768665
-0.56265 -0.602143008265
-0.561 -0.600364503758
-0.55935 -0.598586255254
-0.5577 -0.596808262522
-0.55605 -0.595030525145
-0.5544 -0.593253042629
-0.55275 -0.591475815307
-0.5511 -0.589776034628
-0.54945 -0.587997594723
-0.5478 -0.58621952555
-0.54615 -0.584441830478
-0.5445 -0.582664495616
-0.54285 -0.580887545421
-0.5412 -0.579110983544
-0.53955 -0.577334813919
-0.5379 -0.575579419768
-0.53625 -0.573801882179
-0.5346 -0.572024686219
-0.53295 -0.570247835446
-0.5313 -0.568471320786
-0.52965 -0.566695737365
-0.528 -0.564920601854
-0.52635 -0.563145640185
