# reinj  reinj2  l_iter
-0.701181382982 0.794340244485 57
-0.699465782097 0.792124622076 58
-1.74965846738 2.54961062969 3
-0.768354855124 0.881807241677 47
-1.61165061599 2.2546113232 5
-1.53813850593 2.1083984323 6
-1.99915992158 3.16763565339 1
-1.66256959308 2.36037077573 4
-1.15560434747 1.44004024204 17
-0.705432186558 0.79980368607 57
-1.76052957602 2.57417172195 3
-0.690437229155 0.780492710791 59
-1.27984152855 1.64217984964 12
-1.09979536401 1.35340956619 19
-0.724063097605 0.823829636025 54
-1.77299686849 2.60241430402 3
-0.869077840271 1.01795860388 35
-1.09297549197 1.34293612966 20
-1.99941964373 3.1683493583 1
-1.65415254767 2.34263015912 4
-1.096047535 1.34762327639 19
-1.33865597124 1.74234834594 10
-1.08132580312 1.32523167353 20
-0.674695808576 0.760323071931 62
-0.716892890485 0.814558934865 55
-1.61967035898 2.27101836476 5
-1.23325760518 1.56483634939 14
-1.79057801766 2.64272519542 2
-1.20562457259 1.51982969587 15
-1.69242041542 2.42379435652 4
-1.95530934897 3.04953800742 1
-0.675733753208 0.761648617562 62
-0.90511308176 1.0681196989 32
-1.06025086142 1.29343815576 21
-0.872797446617 1.02311258012 35
-1.23084522419 1.5608805163 14
-0.978470946915 1.17253949174 26
-1.24230488353 1.5797182622 13
-0.957524855254 1.14235006304 28
-1.2252171909 1.55167160249 14
-1.98048769531 3.11683077646 1
-0.70630353826 0.800922815695 56
-1.1601508773 1.44720470258 16
-1.56846119491 2.16787280224 5
-1.25414869249 1.59931299697 13
1.74349326744 -1.37740932399 4
-1.01534222636 1.22640742678 24
-1.55798371095 2.14724922591 6
-1.0231009353 1.23787649796 23
-1.52744425119 2.08758638528 6
-0.829319829221 0.963447252664 39
-1.57733975686 2.18547813418 5
-0.761066176283 0.872200924727 48
-1.56882898366 2.16859972526 5
-1.23019701852 1.55981846566 14
-1.53654284957 2.10528296807 6
-0.777672711088 0.89413674543 46
-1.53069891072 2.09390333971 6
-1.42595929186 1.89740045347 8
-0.669753976061 0.754020391004 63
-0.776915956856 0.893133355093 46
-0.674178274389 0.759662366663 62
-0.97472341452 1.16712264387 27
-0.967564537168 1.15680439787 27
-0.673158295398 0.758360669495 62
-0.692665369078 0.783358953277 59
