# d=-12.2 u_star=-98.0121900131 m=-1.06901579073 C=1.14279476084
# s  F2_minus_ustar
-0.4092 -0.465988579214
-0.40755 -0.464101936039
-0.4059 -0.462215471288
-0.40425 -0.460329186421
-0.4026 -0.458518411717
-0.40095 -0.456630986354
-0.3993 -0.454756538351
-0.39765 -0.452883839173
-0.396 -0.451011448494
-0.39435 -0.449139371852
-0.3927 -0.447267614725
-0.39105 -0.44538692016
-0.3894 -0.44349776378
-0.38775 -0.441608515643
-0.3861 -0.439695147419
-0.38445 -0.437824597022
-0.3828 -0.43595450054
-0.38115 -0.434084867778
-0.3795 -0.432215709032
-0.37785 -0.43034703451
-0.3762 -0.428393437788
-0.37455 -0.426522611932
-0.3729 -0.424575585902
-0.37125 -0.422705627608
-0.3696 -0.420836162822
-0.36795 -0.418890353886
-0.3663 -0.417018690828
-0.36465 -0.415147502914
-0.363 -0.413276801429
-0.36135 -0.411406601484
-0.3597 -0.409536915653
-0.35805 -0.407667759457
-0.3564 -0.405799148192
-0.35475 -0.403931098191
-0.3531 -0.402062321894
-0.35145 -0.400192122335
-0.3498 -0.398309289075
-0.34815 -0.396420319413
-0.3465 -0.394493343901
-0.34485 -0.392628386087
-0.3432 -0.390758178673
-0.34155 -0.388888379016
-0.3399 -0.387018997765
-0.33825 -0.385059928087
-0.3366 -0.383187580278
-0.33495 -0.381315581999
-0.3333 -0.379443943316
-0.33165 -0.377572674808
-0.33 -0.375701788677
-0.32835 -0.373831296046
-0.3267 -0.37196121123
-0.32505 -0.370091547049
-0.3234 -0.368222317895
-0.32175 -0.366272203893
-0.3201 -0.364400908918
-0.31845 -0.362530035073
-0.3168 -0.36065959776
-0.31515 -0.358789615109
-0.3135 -0.356920105572
-0.31185 -0.355109418463
-0.3102 -0.353242843525
-0.30855 -0.351376811929
-0.3069 -0.349511348427
-0.30525 -0.347711904224
-0.3036 -0.345822447202
-0.30195 -0.343933102699
-0.3003 -0.34204369569
-0.29865 -0.340154502362
-0.297 -0.338309098689
-0.29535 -0.336445793863
-0.2937 -0.334486957205
-0.29205 -0.332620024387
-0.2904 -0.330753816495
-0.28875 -0.328888379311
-0.2871 -0.327023763816
-0.28545 -0.325160024647
-0.2838 -0.323297222906
-0.28215 -0.321431071663
-0.2805 -0.319538360047
-0.27885 -0.317645537493
-0.2772 -0.315752854442
-0.27555 -0.31386045152
-0.2739 -0.311968368755
-0.27225 -0.310163019645
-0.2706 -0.308267938533
-0.26895 -0.306372762778
-0.2673 -0.304477896378
-0.26565 -0.302583401728
-0.264 -0.300689354651
-0.26235 -0.298795844645
-0.2607 -0.296902824107
-0.25905 -0.295010285369
-0.2574 -0.293118766341
-0.25575 -0.291280314459
-0.2541 -0.289385646346
-0.25245 -0.28755193779
-0.2508 -0.285684274143
-0.24915 -0.283817310336
-0.2475 -0.281951110666
-0.24585 -0.280085748269
-0.2442 -0.278221306994
-0.24255 -0.276357882155
-0.2409 -0.274491711132
-0.23925 -0.272621383531
-0.2376 -0.270741420993
-0.23595 -0.26879053348
-0.2343 -0.266915200563
-0.23265 -0.265039889487
-0.231 -0.263164599862
-0.22935 -0.261289330983
-0.2277 -0.259414082779
-0.22605 -0.257538854423
-0.2244 -0.255663645287
-0.22275 -0.253788455215
-0.2211 -0.251913283604
-0.21945 -0.250038129603
-0.2178 -0.248162993226
-0.21615 -0.246287873705
-0.2145 -0.244449929854
-0.21285 -0.242574724057
-0.2112 -0.240699533242
-0.20955 -0.238824356485
-0.2079 -0.236949193664
-0.20625 -0.235074043697
-0.2046 -0.233198906621
-0.20295 -0.231323781955
-0.2013 -0.229448668775
-0.19965 -0.227486314242
-0.198 -0.22561030072
-0.19635 -0.223734291776
-0.1947 -0.221858287433
-0.19305 -0.219982287142
-0.1914 -0.218106289958
-0.18975 -0.216239650579
-0.1881 -0.214375442317
-0.18645 -0.21251151873
-0.1848 -0.210647844249
-0.18315 -0.208784388706
