# reinj  reinj2  l_iter
1.68938361307 -1.36148899118 3
-1.78324309681 2.69214223846 2
-1.74621035078 2.60498849285 2
-0.729799208718 0.846430579807 20
-0.978456319108 1.19525677469 12
-1.96528086492 3.16144567743 1
-1.75918088022 2.63520318187 2
-1.23018915013 1.59215671865 8
-0.935277005696 1.13184866754 13
-0.745857933061 0.867826663363 19
-1.67715819946 2.44877744892 3
-1.08552461156 1.35802584102 10
-0.924658999154 1.11647559195 14
-1.34578881775 1.79223811052 6
-0.765717285288 0.894504867695 18
-1.22760058498 1.58780181347 8
-1.18307227087 1.51393362129 8
-1.9651540156 3.16109133121 1
-1.73435844666 2.57762073653 2
-0.80744637592 0.951362910367 17
-1.32911224264 1.76252208252 6
-1.16915544495 1.49118816539 9
-1.16193008713 1.47944625908 9
-0.827923534659 0.979688403763 16
-1.51947455775 2.11920115605 4
-0.783422247055 0.918488272597 18
-0.718835845588 0.831916283897 20
-1.74824265467 2.60969973827 2
-0.754136159905 0.878919753226 19
-1.77352634371 2.66901009797 2
-1.59729684491 2.27753191199 3
-1.27170619336 1.66257904156 7
-0.729018661309 0.845394722691 20
-0.883587190441 1.05764755423 15
-1.56462555628 2.20999569077 4
-0.754267225208 0.87909573412 19
-1.93286902594 3.07241608687 1
-1.50425472916 2.08927891383 4
-0.91811611772 1.10704511215 14
-0.900221819473 1.08135496524 14
-1.53620297599 2.15249105524 4
-1.78032425617 2.68517229057 2
-1.05286471632 1.30753078331 11
-1.44621919867 1.97707703564 5
-0.719202428695 0.832400366751 20
-1.0681647058 1.3311212887 11
-1.01749848076 1.25379281289 12
-0.915368292189 1.10309419493 14
-1.2657316912 1.65237052512 7
-0.803062855808 0.945335821698 17
-0.719426600666 0.832696433297 20
-0.743707337269 0.864951884206 19
-0.888656812618 1.06484130367 15
-1.90122777864 2.98798796239 1
-0.808053495233 0.952198679746 17
-1.59545722962 2.27368269659 3
-1.33997146596 1.78183415939 6
-0.743648851899 0.864873745426 19
-0.87828290484 1.05014012167 15
-1.74491121362 2.6019813036 2
-0.721560796023 0.835516665385 20
0.0684054980153 -0.0688082414526 83
-1.84508684151 2.84357985531 1
-1.65450337996 2.39919067563 3
1.31118364968 -1.1065583813 7
-1.77517475237 2.67292018783 2
-0.776555547384 0.909162088579 18
-1.90600459816 3.0005542805 1
-0.948928719493 1.15174039768 13
-0.777777183133 0.910819012613 18
